path	product_id	updated	quality	supplier_id	prod_id	catid	m_prod_id	ean_upc	on_market	country_market	model_name	product_view	high_pic	high_pic_size	high_pic_width	high_pic_height	m_supplier_id	m_supplier_name	ean_upc_is_approved	Limited	Date_Added
export/freexml.int/NL/1423.xml	1423	20191115145539	ICECAT	1	C4810A	846	HPC4810A	0886988572124;0735029131762;0807027515377;4033874262379;5051395528483;5052461798977;0080850136449;0999993937076;0088698857212;4054842864142;5029751008023;0008869885721;0601000694765;0882780549951;0616175670001;4056104585048;3663361390752;3663361391612;3663361391216;3663361391049;3663361391445;3663361391421;4056104584980;4056104583808;0637122289015;5053676858494;3663361391582;4056104583686;4056104587202;4056104583662;4056104583525;4056104587363;4056104587325;4056104584843;3663361391308;4056104584867;3663361391469;4056104587271;3663361391278;3663361391254;3663361391230;4056104583730;4250905208452;3663361391391;3663361390776;4056104587295;3663361390790;4056104583792;4056104584959;3663361391537;4053162276901;0777004582916;3663361391513;0713789972061;3663361391346;3663361391322;4056104584881;4056104583709;0700580340571;3663361391483;4056104587301;4056104585154;0816988157212;7427447440429;4056104585017;4056104587424;4056104587448;3663361391605;3663361391209;3663361391629;3663361391599;3663361391575;0807320309895;3663361391551;5054484052487;4056104587233;3663361391292;4056104583679;4056104587394;4056104583655;4056104587219;5054533052482;4056104583693;4056104584836;4056104585109;4056104584812;0716184316294;0806291810768;3663361391414;3663361391247;5054629037980;3663361391223;4056104583747;4056104584782;3663361391384;3663361391360;4056104583723;3663361390769;4056104585055;0163120580002;3663361391506;3663361391476;3663361391452;0971475392658;0778888532929;4056104587332;3663361391193;4056104587356;4056104587493;4054554686407;4056104585123;4056104583532;4056104585147;4056104587318;0803983055612;4056104583594;4056104587479;4054446096192;4056104584898;4051709976611;3663361391339;4056104584850;3663361391315;4056104584874;0858558342086;3663361391544;4052305079997;4056104585093;3663361391285;0601000696097;3663361391261;4056104583785;4056104587288;4056104583761;4056104583624;4056104587240;4056104583600;4056104587264;0702658617165;4056104584829;4056104587226;3663361391094;4056104584805;5055344664123;0999990913288;4056104584966;3663361391407;3663361391568;4056104583716;3663361391377;3663361391353;4056104587431;4056104587196;4056104585000	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;LU;WW	11	536346	http://images.icecat.biz/img/gallery/1423_2019113055.jpg	3373394	3152	4160	1	HP	0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1423.xml	1423	20191115145539	ICECAT	1	C4810A	846	Tempcomp3108	0886988572124;0735029131762;0807027515377;4033874262379;5051395528483;5052461798977;0080850136449;0999993937076;0088698857212;4054842864142;5029751008023;0008869885721;0601000694765;0882780549951;0616175670001;4056104585048;3663361390752;3663361391612;3663361391216;3663361391049;3663361391445;3663361391421;4056104584980;4056104583808;0637122289015;5053676858494;3663361391582;4056104583686;4056104587202;4056104583662;4056104583525;4056104587363;4056104587325;4056104584843;3663361391308;4056104584867;3663361391469;4056104587271;3663361391278;3663361391254;3663361391230;4056104583730;4250905208452;3663361391391;3663361390776;4056104587295;3663361390790;4056104583792;4056104584959;3663361391537;4053162276901;0777004582916;3663361391513;0713789972061;3663361391346;3663361391322;4056104584881;4056104583709;0700580340571;3663361391483;4056104587301;4056104585154;0816988157212;7427447440429;4056104585017;4056104587424;4056104587448;3663361391605;3663361391209;3663361391629;3663361391599;3663361391575;0807320309895;3663361391551;5054484052487;4056104587233;3663361391292;4056104583679;4056104587394;4056104583655;4056104587219;5054533052482;4056104583693;4056104584836;4056104585109;4056104584812;0716184316294;0806291810768;3663361391414;3663361391247;5054629037980;3663361391223;4056104583747;4056104584782;3663361391384;3663361391360;4056104583723;3663361390769;4056104585055;0163120580002;3663361391506;3663361391476;3663361391452;0971475392658;0778888532929;4056104587332;3663361391193;4056104587356;4056104587493;4054554686407;4056104585123;4056104583532;4056104585147;4056104587318;0803983055612;4056104583594;4056104587479;4054446096192;4056104584898;4051709976611;3663361391339;4056104584850;3663361391315;4056104584874;0858558342086;3663361391544;4052305079997;4056104585093;3663361391285;0601000696097;3663361391261;4056104583785;4056104587288;4056104583761;4056104583624;4056104587240;4056104583600;4056104587264;0702658617165;4056104584829;4056104587226;3663361391094;4056104584805;5055344664123;0999990913288;4056104584966;3663361391407;3663361391568;4056104583716;3663361391377;3663361391353;4056104587431;4056104587196;4056104585000	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;LU;WW	11	536346	http://images.icecat.biz/img/gallery/1423_2019113055.jpg	3373394	3152	4160	1	HP	0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1424.xml	1424	20191115145539	ICECAT	1	C4811A	846	C4811A	0886988572292;0735029212218;4054318314997;0088698857229;0882780549968;5052733858408;0745666803380;7859806269059;0132017689890;3663361159922;4056104836515;4056104837888;4056104735894;4056104658841;4056104837079;4056104735429;4056104736617;4056104735597;4056104736723;4056104941769;4056104837154;4056104942452;4056104837956;4056104727165;4051709976635;4056104736860;4056104941547	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;WW	11	513730	http://images.icecat.biz/img/gallery/1424_4965059364.jpg	3471519	3152	4160	11	Cisco	0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1424.xml	1424	20191115145539	ICECAT	1	C4811A	846	Tempcomp3109	0886988572292;0735029212218;4054318314997;0088698857229;0882780549968;5052733858408;0745666803380;7859806269059;0132017689890;3663361159922;4056104836515;4056104837888;4056104735894;4056104658841;4056104837079;4056104735429;4056104736617;4056104735597;4056104736723;4056104941769;4056104837154;4056104942452;4056104837956;4056104727165;4051709976635;4056104736860;4056104941547	1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AE;AS;BR;CA;CL;JM;MX;MY;NZ;TR;ZA;WW	11	513730	http://images.icecat.biz/img/gallery/1424_4965059364.jpg	3471519	3152	4160	1	HP	0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	No	20051023000000
export/freexml.int/NL/1425.xml	1425	20191113151816	ICECAT	1	C4920AE	846	C4920AE	0886983147082;7251847123572;0088698314708;5060467294522	1	BE;UA;GB;DE;IE;NO;SE;IT	C4920A	106889	http://images.icecat.biz/img/norm/high/15743_1425-8073.jpg	76083	400	400			0;0;1;0	No	20051027000000
export/freexml.int/NL/1426.xml	1426	20191113151816	ICECAT	1	C4921AE	846	C4921AEPH	0886983147150;7251847123640;4053162888364;0088698314715	1	UA;GB;DE;DK;NO;SE;IT;LU	C4921AE	111060	http://images.icecat.biz/img/norm/high/15743_1426-2939.jpg	75360	400	400	1	HP	0;0;0;1	No	20051027000000
export/freexml.int/NL/1427.xml	1427	20191113151805	SUPPLIER	1	C3837A	847	C3837A	0088698061732;5705965480335	1	DE;GB;NO;ZA	C3837A	96215	http://images.icecat.biz/img/norm/high/1427-HP.jpg	48735	400	400			1;0	No	20051004000000
export/freexml.int/NL/1428.xml	1428	20190422025611	ICECAT	1	51634Z	714	51634Z	0088698030110	1	NL;BE;DE;DK;FI;SE;IT;ES;CZ	Premium Papier A4	46666	http://images.icecat.biz/img/norm/high/1428-2089.jpg	7247	170	190			0	No	20051004000000
export/freexml.int/NL/1429.xml	1429	20190422023019	SUPPLIER	1	CHP412	714	CHP412		1	DE	premium choice laser paper, A4 (250 sheets)	17801	http://images.icecat.biz/img/norm/high/1429-3387.jpg	4199	170	190				No	20050715000000
export/freexml.int/NL/1430.xml	1430	20191115135842	ICECAT	1	CHP120	714	CHP120	3141725002287	1	NL;BE;FR;GB;DE;RU;IE;DK;PL;NO;SE;CH;IT;ES;MY;TR;ZA	CHP120	84115	http://images.icecat.biz/img/gallery/1430_5061892078.jpg	1246273	2843	3199			1	No	20051004000000
